CropName,KnownTownships,KnownRegions,Latitude,Longitude,BaseYieldKgPerSqm,AvgMarketPriceMMK,PlantingSeason,HarvestingSeason,PredictedYieldPerSqmKg,PredictedTotalYieldKg,PredictedRevenueMMK,PredictedWaterCostMMK,PredictedLaborCostMMK,PredictedFertilizerCostMMK,PredictedProfitMMK,PlantingRecommendation,PlantingRationale,CareInfo,MarketInfo,Summary,KnownTownships_lower,KnownRegions_lower
Sunflower,Ayeyarwady,Ayeyarwady,17.537482,95.378283,,1525.0,Not available,Not available,0.5,49.87,76051.75,31500.0,,,-10253.44,Sep - Oct,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,ayeyarwady,ayeyarwady
Maize,Bago,Bago,18.627482,96.296283,,2175.0,Not available,Not available,0.71,71.25,154968.75,36000.0,,,42314.12,May - Jul,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,bago,bago
Rice,Bago,Bago,18.627482,96.296283,,2175.0,Not available,Not available,0.57,57.0,123975.0,67500.0,,,-22900.09,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,bago,bago
Sugarcane,Bago,Bago,18.627482,96.296283,,2175.0,Not available,Not available,5.7,570.0,1239750.0,54000.0,,,823855.81,Jan - Apr,Based on general regional suitability and crop timelines.,,,"Sugarcane grows best in sunny, warm regions with fertile soils. Needs abundant water.",bago,bago
Beans,Magway,Magway,20.186482,94.879283,,2225.0,Not available,Not available,0.85,85.5,190237.5,27000.0,,,87384.77,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Beans fix nitrogen in the soil and need moderate watering. They grow well in warm, sunny locations.",magway,magway
Sesame,Magway,Magway,20.186482,94.879283,,2225.0,Not available,Not available,0.36,35.62,79254.5,36000.0,,,-22033.63,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,"Sesame prefers sandy, well-drained soils and low rainfall. Drought-tolerant once established.",magway,magway
Groundnut,Magway,Magway,20.186482,94.879283,,2225.0,Not available,Not available,0.43,42.75,95118.75,22500.0,,,14053.55,May - Jul,Based on general regional suitability and crop timelines.,,,Groundnuts (peanuts) grow in sandy soils with moderate irrigation. Rotate crops for best yield.,magway,magway
Groundnut,Kayah,Kayah,18.780482,97.530283,,2450.0,Not available,Not available,0.43,42.75,104737.5,22500.0,,,21917.1,May - Jul,Based on general regional suitability and crop timelines.,,,Groundnuts (peanuts) grow in sandy soils with moderate irrigation. Rotate crops for best yield.,kayah,kayah
Rice,Kayah,Kayah,18.780482,97.530283,,2450.0,Not available,Not available,0.57,57.0,139650.0,67500.0,,,-9176.67,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,kayah,kayah
Sesame,Kayah,Kayah,18.780482,97.530283,,2450.0,Not available,Not available,0.36,35.62,87269.0,36000.0,,,-16422.99,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,"Sesame prefers sandy, well-drained soils and low rainfall. Drought-tolerant once established.",kayah,kayah
Banana,Kayin,Kayin,16.891482,97.647283,,1805.0,Not available,Not available,2.14,213.75,385818.75,63000.0,,,194639.39,"Year-round, but best at the start of the monsoon",Based on general regional suitability and crop timelines.,,,"Bananas need rich, moist soils and frequent watering. Protect from wind and apply mulch.",kayin,kayin
Rice,Kayin,Kayin,16.891482,97.647283,,1805.0,Not available,Not available,0.57,57.0,102885.0,67500.0,,,-41250.58,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,kayin,kayin
Cassava,Kayin,Kayin,16.891482,97.647283,,1805.0,Not available,Not available,0.36,35.62,64294.1,36000.0,,,-35763.54,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,kayin,kayin
Rubber,Mon,Mon,16.584482,97.544283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-11823.54,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Cashew,Mon,Mon,16.584482,97.544283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-11625.33,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Betel Nut,Mon,Mon,16.584482,97.544283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-10427.92,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Rice,Ayeyarwady,Ayeyarwady,17.626482,95.404283,,1525.0,Not available,Not available,0.57,57.0,86925.0,67500.0,,,-50989.98,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,ayeyarwady,ayeyarwady
Chickpea,Ayeyarwady,Ayeyarwady,17.626482,95.404283,,1525.0,Not available,Not available,0.36,35.62,54320.5,36000.0,,,-37302.74,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Chickpeas are drought-tolerant legumes, ideal for dry zones. Require minimal watering.",ayeyarwady,ayeyarwady
Sunflower,Ayeyarwady,Ayeyarwady,17.626482,95.404283,,1525.0,Not available,Not available,0.5,49.87,76051.75,31500.0,,,-9932.26,Sep - Oct,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,ayeyarwady,ayeyarwady
Vegetables,Naypyidaw,Naypyidaw,19.774482,96.113283,,2475.0,Not available,Not available,1.07,106.87,264503.25,31500.0,,,133323.63,Varies; typically start of Monsoon (May-Jun) or Cool-Dry (Oct-Nov),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,naypyidaw,naypyidaw
Mango,Naypyidaw,Naypyidaw,19.774482,96.113283,,2475.0,Not available,Not available,0.85,85.5,211612.5,40500.0,,,65521.62,Plant at the beginning of the rainy season (May-Jun),Based on general regional suitability and crop timelines.,,,"Mango trees prefer tropical climates and deep, well-drained soils. Water regularly during flowering.",naypyidaw,naypyidaw
Paddy,Naypyidaw,Naypyidaw,19.774482,96.113283,,2475.0,Not available,Not available,0.57,57.0,141075.0,67500.0,,,-9302.73,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,naypyidaw,naypyidaw
Tea,Shan,Shan,21.026482,97.039283,,2875.0,Not available,Not available,0.36,35.62,102407.5,36000.0,,,-25551.49,Year-round in suitable climates (highland),Based on general regional suitability and crop timelines.,,,"Tea plants grow best in humid, highland areas with acidic soils. Regular pruning improves leaf quality.",shan,shan
Potato,Shan,Shan,21.026482,97.039283,,2875.0,Not available,Not available,0.36,35.62,102407.5,36000.0,,,-3900.26,Cool-Dry Season (Nov - Feb),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,shan,shan
Strawberry,Shan,Shan,21.026482,97.039283,,2875.0,Not available,Not available,1.42,142.5,409687.5,36000.0,,,199207.77,Cool-Dry Season (Oct - Nov),Based on general regional suitability and crop timelines.,,,"Strawberries need cool temperatures, rich soil, and regular irrigation. Mulch to retain moisture.",shan,shan
Vegetables,Yangon,Yangon,16.778482,96.170283,,2100.0,Not available,Not available,1.07,106.87,224427.0,31500.0,,,91875.49,Varies; typically start of Monsoon (May-Jun) or Cool-Dry (Oct-Nov),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Paddy,Yangon,Yangon,16.778482,96.170283,,2100.0,Not available,Not available,0.57,57.0,119700.0,67500.0,,,-24077.98,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Lentil,Yangon,Yangon,16.778482,96.170283,,2100.0,Not available,Not available,0.29,28.5,59850.0,18000.0,,,-108.3,Sep - Nov,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Rubber,Tanintharyi,Tanintharyi,12.979482,99.874283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-9899.6,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Durian,Tanintharyi,Tanintharyi,12.979482,99.874283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-9515.43,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Oil Palm,Tanintharyi,Tanintharyi,12.979482,99.874283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-10929.64,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Rice,Rakhine,Rakhine,20.393482,93.331283,,1780.0,Not available,Not available,0.57,57.0,101460.0,67500.0,,,-46691.95,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,rakhine,rakhine
Chili,Rakhine,Rakhine,20.393482,93.331283,,1780.0,Not available,Not available,0.36,35.62,63403.6,36000.0,,,-34065.41,"Year-round, prefers warm and dry conditions",Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,rakhine,rakhine
Areca Nut,Rakhine,Rakhine,20.393482,93.331283,,1780.0,Not available,Not available,0.36,35.62,63403.6,36000.0,,,-34682.62,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,rakhine,rakhine
Potato,Chin,Chin,21.202482,93.582283,,1675.0,Not available,Not available,0.36,35.62,59663.5,36000.0,,,-41803.05,Cool-Dry Season (Nov - Feb),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,chin,chin
Corn,Chin,Chin,21.202482,93.582283,,1675.0,Not available,Not available,0.71,71.25,119343.75,36000.0,,,15692.9,May - Jul,Based on general regional suitability and crop timelines.,,,"Corn is a high-yield cereal crop, adaptable to many climates. It thrives in well-drained soils and full sunlight.",chin,chin
Millet,Chin,Chin,21.202482,93.582283,,1675.0,Not available,Not available,0.5,49.87,83532.25,22500.0,,,14789.84,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,chin,chin
Chickpea,Ayeyarwady,Ayeyarwady,17.503482,95.365283,,1500.0,Not available,Not available,0.36,35.62,53430.0,36000.0,,,-43292.73,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Chickpeas are drought-tolerant legumes, ideal for dry zones. Require minimal watering.",ayeyarwady,ayeyarwady
Rice,Ayeyarwady,Ayeyarwady,17.503482,95.365283,,1500.0,Not available,Not available,0.57,57.0,85500.0,67500.0,,,-55482.3,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,ayeyarwady,ayeyarwady
Sunflower,Ayeyarwady,Ayeyarwady,17.503482,95.365283,,1500.0,Not available,Not available,0.5,49.87,74805.0,31500.0,,,-11070.17,Sep - Oct,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,ayeyarwady,ayeyarwady
Sugarcane,Bago,Bago,18.554482,96.278283,,2150.0,Not available,Not available,5.7,570.0,1225500.0,54000.0,,,1002962.97,Jan - Apr,Based on general regional suitability and crop timelines.,,,"Sugarcane grows best in sunny, warm regions with fertile soils. Needs abundant water.",bago,bago
Rice,Bago,Bago,18.554482,96.278283,,2150.0,Not available,Not available,0.57,57.0,122550.0,67500.0,,,-27655.03,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,bago,bago
Maize,Bago,Bago,18.554482,96.278283,,2150.0,Not available,Not available,0.71,71.25,153187.5,36000.0,,,35538.06,May - Jul,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,bago,bago
Sesame,Magway,Magway,20.155482,94.930283,,2275.0,Not available,Not available,0.36,35.62,81035.5,36000.0,,,-23596.53,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,"Sesame prefers sandy, well-drained soils and low rainfall. Drought-tolerant once established.",magway,magway
Beans,Magway,Magway,20.155482,94.930283,,2275.0,Not available,Not available,0.85,85.5,194512.5,27000.0,,,102716.39,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Beans fix nitrogen in the soil and need moderate watering. They grow well in warm, sunny locations.",magway,magway
Groundnut,Magway,Magway,20.155482,94.930283,,2275.0,Not available,Not available,0.43,42.75,97256.25,22500.0,,,16884.36,May - Jul,Based on general regional suitability and crop timelines.,,,Groundnuts (peanuts) grow in sandy soils with moderate irrigation. Rotate crops for best yield.,magway,magway
Sesame,Kayah,Kayah,18.789482,97.516283,,2425.0,Not available,Not available,0.36,35.62,86378.5,36000.0,,,-17048.62,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,"Sesame prefers sandy, well-drained soils and low rainfall. Drought-tolerant once established.",kayah,kayah
Groundnut,Kayah,Kayah,18.789482,97.516283,,2425.0,Not available,Not available,0.43,42.75,103668.75,22500.0,,,22778.48,May - Jul,Based on general regional suitability and crop timelines.,,,Groundnuts (peanuts) grow in sandy soils with moderate irrigation. Rotate crops for best yield.,kayah,kayah
Rice,Kayah,Kayah,18.789482,97.516283,,2425.0,Not available,Not available,0.57,57.0,138225.0,67500.0,,,-12537.05,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,kayah,kayah
Banana,Kayin,Kayin,16.882482,97.633283,,1775.0,Not available,Not available,2.14,213.75,379406.25,63000.0,,,160224.09,"Year-round, but best at the start of the monsoon",Based on general regional suitability and crop timelines.,,,"Bananas need rich, moist soils and frequent watering. Protect from wind and apply mulch.",kayin,kayin
Cassava,Kayin,Kayin,16.882482,97.633283,,1775.0,Not available,Not available,0.36,35.62,63225.5,36000.0,,,-33934.58,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,kayin,kayin
Rice,Kayin,Kayin,16.882482,97.633283,,1775.0,Not available,Not available,0.57,57.0,101175.0,67500.0,,,-46242.87,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,kayin,kayin
Cashew,Mon,Mon,16.589482,97.547283,,2725.0,Not available,Not available,0.36,35.62,97064.5,36000.0,,,-8383.31,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
